,description,accession,organism,taxon_id,valid,ffn
3397,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57255,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3398,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57243,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3399,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57231,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3400,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57219,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3401,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57207,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3402,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57195,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3403,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57183,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3404,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57171,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3405,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57159,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3406,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57147,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3407,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57135,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3408,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57123,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3409,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57111,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3410,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57099,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3411,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57087,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3412,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57075,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3413,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57063,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3414,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57051,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3415,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57039,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3416,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57027,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3417,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57015,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3418,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS57003,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3419,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56991,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3420,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56979,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3421,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56967,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3422,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56955,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3423,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56943,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3424,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56931,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3425,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56919,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3426,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56907,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3427,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56895,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3428,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56883,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3429,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56871,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3430,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56859,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3431,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56847,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3432,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56835,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3433,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56823,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3434,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56811,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3435,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56799,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3436,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56787,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3437,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56775,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3438,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56763,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3439,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56751,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3440,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56739,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3441,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56727,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3442,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56715,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3443,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56703,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3444,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56691,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3445,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56679,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3446,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56667,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3447,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56655,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3448,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56643,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3449,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56631,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3450,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56619,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3451,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56607,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3452,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56595,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3453,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56583,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3454,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56571,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3455,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56559,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3456,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56547,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3457,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJS56535,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3458,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77314,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3459,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77302,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3460,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77290,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3461,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77278,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3462,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77266,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3463,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77254,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3464,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77242,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3465,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77230,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3466,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77218,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3467,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77206,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3468,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77194,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3469,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77182,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3470,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77170,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3471,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77158,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3472,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77146,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3473,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77134,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3474,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77122,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3475,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77110,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3476,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77098,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3477,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77086,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3478,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77074,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3479,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77062,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3480,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77050,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3481,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77038,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3482,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77026,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3483,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77014,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3484,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF77002,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3485,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76990,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3486,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76978,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3487,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76966,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3488,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76954,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3489,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76942,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3490,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76930,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3491,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76918,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3492,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76906,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3493,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76894,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3494,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76882,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3495,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76870,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3496,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76858,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3497,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76846,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3498,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76834,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3499,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76822,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3500,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76810,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3501,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76798,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3502,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76786,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3503,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76774,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3504,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76762,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3505,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76750,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3506,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76738,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3507,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76726,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3508,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76714,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3509,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76702,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3510,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76690,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3511,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76678,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3512,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76666,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3513,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76654,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3514,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76642,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3515,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76630,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3516,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76618,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3517,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76606,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3518,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76594,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3519,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76582,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3520,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76570,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3521,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76558,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3522,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76546,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3523,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76534,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3524,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76522,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3525,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76510,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3526,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76498,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3527,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76486,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3528,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76474,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3529,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76462,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3530,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76450,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3531,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76438,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3532,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76426,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3533,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76414,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3534,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76402,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3535,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76391,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3536,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76379,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3537,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76367,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3538,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76355,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3539,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76343,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3540,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76331,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3541,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76319,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3542,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76307,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3543,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76295,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3544,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76283,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3545,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76271,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3546,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76259,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3547,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76247,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3548,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76235,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3549,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76223,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3550,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76211,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3551,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76199,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3552,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76187,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3553,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76175,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3554,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76163,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3555,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76151,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3556,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76139,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3557,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76127,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3558,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76115,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3559,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76103,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3560,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76091,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3561,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76079,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3562,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76067,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3563,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76055,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3564,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76043,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3565,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76031,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3566,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76019,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3567,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76007,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3568,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75995,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3569,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75983,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3570,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75971,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
